episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/policy0,policy_reward_min/policy1,policy_reward_max/policy0,policy_reward_max/policy1,policy_reward_mean/policy0,policy_reward_mean/policy1,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_policy0_reward,hist_stats/policy_policy1_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy1/td_error,info/learner/policy0/td_error,info/learner/policy1/learner_stats/cur_lr,info/learner/policy1/learner_stats/mean_q,info/learner/policy1/learner_stats/min_q,info/learner/policy1/learner_stats/max_q,info/learner/policy1/learner_stats/mean_td_error,info/learner/policy0/learner_stats/cur_lr,info/learner/policy0/learner_stats/mean_q,info/learner/policy0/learner_stats/min_q,info/learner/policy0/learner_stats/max_q,info/learner/policy0/learner_stats/mean_td_error
30.0,-40.0,-18.566037735849058,18.90566037735849,53,1,1002,32,2004,False,53,1,a568c_00000,38f6fc7024ed4d7e8dcd24500637cdb0,2022-04-01_04-13-02,1648811582,3.6688201427459717,3.6688201427459717,19326,1d29a0c222c3,172.17.0.2,3.6688201427459717,32,1,-20.0,-20.0,15.0,15.0,-9.283018867924529,-9.283018867924529,"[-40.0, -20.0, -20.0, -20.0, -20.0, -40.0, 12.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, 16.0, -20.0, -20.0, 0.0, -40.0, -40.0, -20.0, 30.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -40.0, 0.0, -20.0, -20.0, -40.0, -20.0]","[20, 20, 20, 20, 20, 20, 14, 20, 20, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 5, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0]",0.32518796645038023,1.9571472141345743,0.1254400251394255,0.08096152977834074,0.0,0.453,70715.347,484.715,66.018,32.897,1002,2004,32,32,64,1002,1,36.81666666666667,50.5,"[ 0.46043453  1.545741    0.57784617  1.4230578   1.029036    1.5834649
  0.35284787  1.3037262   0.5653052   0.801232    0.80686307  1.0169324
  1.0064626   0.6249851   1.2315836   1.1929208   0.78819454 -9.443419
  1.2574283   0.2950011   0.6821133   0.47406763  0.97788596 -9.285136
  0.9353805   0.97167665  0.69518566  0.9834928   0.49877745  1.1202286
  1.0620303   0.36548042]","[ 0.77335674  1.0187751   0.7679992   1.1865337   1.3224688   1.0161716
  0.8398777   1.2010696   0.81108916 -9.6339655   0.7525112   1.2389688
  0.705605    0.54177725  1.3239301   0.47475415  0.25121212  0.16555965
  1.6869345   0.6954263   1.2323563   1.1829257   0.4644673  -8.255009
 -8.737904    0.53637314  0.7018701   0.60523236  1.397224    0.8453438
  1.0783954   0.7334137 ]",0.009999999776482582,-0.084571876,-0.5983034,0.42305773,0.24690083,0.009999999776482582,-0.3004677,-0.83444035,0.3036198,-0.03360173
30.0,-40.0,-17.625,18.8125,11,1,1204,32,2408,False,64,2,a568c_00000,38f6fc7024ed4d7e8dcd24500637cdb0,2022-04-01_04-13-03,1648811583,1.0934967994689941,4.762316942214966,19326,1d29a0c222c3,172.17.0.2,4.762316942214966,64,2,-20.0,-20.0,15.0,15.0,-8.8125,-8.8125,"[-40.0, -20.0, -20.0, -20.0, -20.0, -40.0, 12.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, 16.0, -20.0, -20.0, 0.0, -40.0, -40.0, -20.0, 30.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -40.0, 0.0, -20.0, -20.0, -40.0, -20.0, 18.0, 18.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0]","[20, 20, 20, 20, 20, 20, 14, 20, 20, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 5, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0]",0.3255255413357829,1.9567016972262938,0.125797471048738,0.08111515181595141,0.0,0.44,72679.768,8.794,3638.806,23.786,1204,2408,384,32,768,1104,2,37.0,51.5,"[ 1.15818882e+01 -2.28981686e+00  3.00438404e+00 -5.13895607e+00
  4.86770821e+00 -3.90354347e+00 -8.45816326e+00 -3.55230427e+00
  4.75660133e+00  7.43105125e+00  1.35896120e+01 -7.33893776e+00
 -6.09587526e+00  5.85008621e-01 -3.65114212e-03  3.57730770e+00
 -8.74140739e+00  1.02292595e+01 -5.32334328e+00  1.11280956e+01
  7.43095112e+00  1.14131880e+01  1.53582430e+00 -1.97981405e+00
  7.11807251e-01  3.84116578e+00  3.56550789e+00 -5.33461952e+00
 -6.21720791e+00  1.28630810e+01  2.30083466e-01  1.51642537e+00]","[ -2.3590965   -4.220791     7.7616262   -1.6504107  -12.987787
  -5.4121103   -0.8231354   -1.7400398   -8.765267     0.8656044
 -24.4397      -5.834386    -2.0282612   -4.7922907   -0.52412987
  -5.511986    -2.3265781   -3.5283375    0.8165951   -0.9598284
  -5.5470915   -3.7799063   -1.781538    -7.135112    -4.1979313
  -4.6063223    0.8485155   -4.6063223  -16.53992     -0.06975842
  -9.271915     2.2656507 ]",0.009999999776482582,-8.404924,-19.600744,-0.6035273,1.546291,0.009999999776482582,-17.187164,-20.620306,-5.208946,-4.152561
30.0,-40.0,-17.753086419753085,18.753086419753085,17,1,1519,32,3038,False,81,3,a568c_00000,38f6fc7024ed4d7e8dcd24500637cdb0,2022-04-01_04-13-05,1648811585,1.3024334907531738,6.06475043296814,19326,1d29a0c222c3,172.17.0.2,6.06475043296814,96,3,-20.0,-20.0,15.0,15.0,-8.876543209876543,-8.876543209876543,"[-40.0, -20.0, -20.0, -20.0, -20.0, -40.0, 12.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, 16.0, -20.0, -20.0, 0.0, -40.0, -40.0, -20.0, 30.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -40.0, 0.0, -20.0, -20.0, -40.0, -20.0, 18.0, 18.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -40.0, -20.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -20.0, -20.0, -20.0, 28.0, -20.0, -20.0]","[20, 20, 20, 20, 20, 20, 14, 20, 20, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 5, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 6, 20, 20]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -20.0, -10.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -10.0, -10.0, -10.0, 14.0, -10.0, -10.0]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -20.0, -10.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -10.0, -10.0, -10.0, 14.0, -10.0, -10.0]",0.32508379773775065,1.9459740533338215,0.12572162620546926,0.08097955939803189,0.0,0.426,75154.112,7.434,4304.637,10.123,1519,3038,928,32,1856,1453,5,31.25,51.55,"[  0.31601143  -0.1877718  -13.723907    -1.15271      0.650115
   1.965147     1.1055946    4.4586067   -0.13125992   0.38494635
   1.7567539    0.4192314    0.58629704   4.981938     1.8110123
   3.377541   -17.904747     0.5505786    0.33784676   0.58655953
   0.1425457    2.385992     0.5201521    0.6369562    0.8473406
  -1.7707477    1.1264668   -1.5964317    0.03591967   1.0806293
   1.103054     1.294424  ]","[-4.0674019e-01  5.2270889e-03 -1.5405870e+01  4.7953796e-01
 -1.4022923e-01 -1.2250214e+00 -1.0323353e+00  1.0888824e+00
 -4.1887093e-01 -1.4488220e-02 -7.0669746e-01 -1.1407766e+00
 -9.0742111e-03 -6.2980175e-01  2.4083805e-01 -6.7292213e-02
  1.2689056e+00 -4.8138046e-01  4.4618988e-01 -2.4520340e+00
 -8.4931002e+00  6.2070084e-01 -1.0323353e+00  1.4717121e+00
 -1.0323353e+00  8.3901787e-01  1.3450737e+00 -8.8270760e-01
  9.2432022e-02 -4.8022175e-01  8.3163166e-01  6.7205429e-02]",0.009999999776482582,-13.516724,-22.258787,-2.8135037,-0.12518483,0.009999999776482582,-14.405726,-17.275633,-8.472719,-0.85168624
30.0,-40.0,-16.29787234042553,18.46808510638298,13,1,1736,32,3472,False,94,4,a568c_00000,38f6fc7024ed4d7e8dcd24500637cdb0,2022-04-01_04-13-06,1648811586,0.9527027606964111,7.017453193664551,19326,1d29a0c222c3,172.17.0.2,7.017453193664551,128,4,-20.0,-20.0,15.0,15.0,-8.148936170212766,-8.148936170212766,"[-40.0, -20.0, -20.0, -20.0, -20.0, -40.0, 12.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, 16.0, -20.0, -20.0, 0.0, -40.0, -40.0, -20.0, 30.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -40.0, 0.0, -20.0, -20.0, -40.0, -20.0, 18.0, 18.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -40.0, -20.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -20.0, -20.0, -20.0, 28.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, -20.0, 28.0, 24.0, 14.0, -20.0, 12.0, 8.0, -20.0, -20.0]","[20, 20, 20, 20, 20, 20, 14, 20, 20, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 5, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 6, 20, 20, 20, 20, 20, 20, 20, 6, 8, 13, 20, 14, 16, 20, 20]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -20.0, -10.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -10.0, -10.0, -10.0, 14.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -10.0, 14.0, 12.0, 7.0, -10.0, 6.0, 4.0, -10.0, -10.0]","[-20.0, -10.0, -10.0, -10.0, -10.0, -20.0, 6.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -20.0, -10.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -10.0, -10.0, -10.0, 14.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -10.0, 14.0, 12.0, 7.0, -10.0, 6.0, 4.0, -10.0, -10.0]",0.32481716857307996,1.9388348910311257,0.12566244474849325,0.08090526016387313,0.0,0.443,72171.709,7.74,4134.521,7.718,1736,3472,1344,32,2688,1666,7,28.65,51.650000000000006,"[ 1.2119045  -0.12417936 -1.9039283   2.174059   -0.70118856  1.0813446
 -0.12858772 -3.7936916  -0.302639   -0.96752834  1.5778503   0.34169388
 -1.2956963   0.5490532  -0.4614706  -0.5457268   0.533247    0.28868103
 -0.8404975   1.3668633   3.056076   -0.9752331  -1.2745581  -0.21755314
 -0.9812727   2.3083954  -0.36422062  1.1507721   0.9181709  -0.8248267
 -0.23161602  1.8927574 ]","[  2.298645   -14.070592     2.1401854    1.2581234    1.832263
   2.813614     0.7677536    1.6508627    2.1707306    2.329914
   2.1500225    1.5880165  -17.135105     1.5309467    0.10251808
   1.6627817    1.209259     1.6820412    0.9835596    2.0418568
   1.4723778    2.8181581    2.291422     2.3478394    0.70924854
 -12.934205     2.329914     1.8314314  -14.002434     1.3110294
   1.2093868    1.9520845 ]",0.009999999776482582,-11.788874,-19.227041,-4.7936916,0.078639194,0.009999999776482582,-16.183378,-20.020903,-10.279442,-0.30176094
30.0,-40.0,-15.98,18.39,18,1,2064,32,4128,False,112,5,a568c_00000,38f6fc7024ed4d7e8dcd24500637cdb0,2022-04-01_04-13-07,1648811587,1.3377456665039062,8.355198860168457,19326,1d29a0c222c3,172.17.0.2,8.355198860168457,160,5,-20.0,-20.0,15.0,15.0,-7.99,-7.99,"[-20.0, -40.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 18.0, -20.0, -20.0, -20.0, 16.0, -20.0, -20.0, 0.0, -40.0, -40.0, -20.0, 30.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -40.0, 0.0, -20.0, -20.0, -40.0, -20.0, 18.0, 18.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -40.0, -40.0, -20.0, -20.0, -20.0, -20.0, 22.0, -40.0, -20.0, -20.0, -20.0, -20.0, -20.0, 28.0, -20.0, -20.0, -40.0, -20.0, -20.0, -20.0, -20.0, 28.0, 24.0, 14.0, -20.0, 12.0, 8.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, 6.0, -40.0, -20.0, -20.0, 24.0, -20.0, -20.0, -40.0, -40.0, -20.0, 8.0, -20.0, 26.0, -20.0]","[20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 5, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 20, 20, 20, 11, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 9, 20, 20, 20, 20, 20, 20, 6, 20, 20, 20, 20, 20, 20, 20, 6, 8, 13, 20, 14, 16, 20, 20, 20, 20, 20, 20, 17, 20, 20, 20, 8, 20, 20, 20, 20, 20, 16, 20, 7, 20]","[-10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -20.0, -10.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -10.0, -10.0, -10.0, 14.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -10.0, 14.0, 12.0, 7.0, -10.0, 6.0, 4.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, 3.0, -20.0, -10.0, -10.0, 12.0, -10.0, -10.0, -20.0, -20.0, -10.0, 4.0, -10.0, 13.0, -10.0]","[-10.0, -20.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 9.0, -10.0, -10.0, -10.0, 8.0, -10.0, -10.0, 0.0, -20.0, -20.0, -10.0, 15.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -20.0, 0.0, -10.0, -10.0, -20.0, -10.0, 9.0, 9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -20.0, -20.0, -10.0, -10.0, -10.0, -10.0, 11.0, -20.0, -10.0, -10.0, -10.0, -10.0, -10.0, 14.0, -10.0, -10.0, -20.0, -10.0, -10.0, -10.0, -10.0, 14.0, 12.0, 7.0, -10.0, 6.0, 4.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, 3.0, -20.0, -10.0, -10.0, 12.0, -10.0, -10.0, -20.0, -20.0, -10.0, 4.0, -10.0, 13.0, -10.0]",0.32396562067300194,1.9244070177950037,0.12540908782292068,0.08073223538852496,0.0,0.417,76652.043,7.828,4088.09,6.704,2064,4128,1920,32,3840,2001,10,29.65,51.7,"[-2.7190971e-01  2.0837593e-01 -1.0944748e-01  1.4352894e-01
  2.0309830e-01 -1.4472008e-01 -3.3934212e-01  1.3311005e-01
 -1.5378571e-01 -2.4618721e-01 -3.1546021e-01  1.0254383e-01
 -1.5314293e-01  8.0617905e-02 -4.4118690e-01 -1.9710445e-01
 -4.8792648e-01 -2.3439980e-01  3.0158424e-01  3.9499331e-01
 -6.9532394e-02 -3.4777260e-01  1.0256481e-01  3.2953167e-01
 -1.1130333e-02 -3.8026810e-01  2.2146988e-01  7.5149965e-01
 -5.0253582e-01 -1.6386795e-01 -1.5466309e-01 -2.9233194e+01]","[ 0.39366722  1.2647285   0.900053    2.0551376   0.61819077  0.7924595
  0.58267784  0.7354679   0.3775158   1.8740339   0.2951355   0.81061363
  0.28030014  0.5925331   0.5473671  -5.5071926   1.156807    0.6266346
  0.8770809   0.7504368   0.6946163   0.7610092   0.55911636  2.2255888
  0.9437218   2.632926    0.4784603   0.46008682  1.7209044   0.32486343
 -0.64048195  0.458292  ]",0.009999999776482582,-15.664671,-21.081549,-6.9229712,-0.96827066,0.009999999776482582,-19.734444,-22.970055,-12.797451,0.645086
