episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/last_target_update_ts,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/loss,info/learner/default_policy/learner_stats/grad_norm,info/learner/default_policy/learner_stats/td_error_abs,info/learner/default_policy/learner_stats/q_taken_mean,info/learner/default_policy/learner_stats/target_mean
14.0,-40.0,-1.24,9.92,18,1,11818,41,11818,False,837,44,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-43,1648815283,1.0739262104034424,52.30865812301636,26662,1d29a0c222c3,172.17.0.2,52.30865812301636,1771,44,"[8.0, -14.0, -4.0, 14.0, 12.0, 14.0, -4.0, -30.0, 14.0, 6.0, -30.0, -8.0, 4.0, -8.0, 6.0, 4.0, -4.0, 14.0, -10.0, -30.0, -8.0, 10.0, 14.0, 12.0, -30.0, 14.0, 12.0, 14.0, 0.0, -18.0, -16.0, 14.0, 10.0, -8.0, 6.0, 14.0, -30.0, 8.0, -18.0, -12.0, 8.0, -2.0, -18.0, -30.0, 10.0, 8.0, 0.0, 14.0, 4.0, -18.0, -30.0, -2.0, -10.0, -12.0, 12.0, 14.0, -4.0, 10.0, 8.0, 12.0, 12.0, 4.0, 4.0, -12.0, 12.0, 2.0, 4.0, 10.0, 4.0, 10.0, 14.0, 14.0, 12.0, 14.0, 10.0, 4.0, 10.0, -30.0, 0.0, -30.0, 10.0, -8.0, 14.0, -4.0, 14.0, 6.0, -8.0, 0.0, 2.0, -40.0, 14.0, 4.0, -30.0, 4.0, -12.0, -10.0, -30.0, 8.0, -30.0, -12.0]","[6, 17, 12, 3, 4, 3, 12, 20, 3, 7, 20, 14, 8, 14, 7, 8, 12, 3, 15, 20, 14, 5, 3, 4, 20, 3, 4, 3, 10, 19, 18, 3, 5, 14, 7, 3, 20, 6, 19, 16, 6, 11, 19, 20, 5, 6, 10, 3, 8, 19, 20, 11, 15, 16, 4, 3, 12, 5, 6, 4, 4, 8, 8, 16, 4, 9, 8, 5, 8, 5, 3, 3, 4, 3, 5, 8, 5, 20, 10, 20, 5, 14, 3, 12, 3, 7, 14, 10, 9, 20, 3, 8, 20, 8, 16, 15, 20, 6, 20, 16]",0.25692240698228674,0.8792703218369181,0.1021731450817791,0.07509605974602195,0.0,70.947,577.9,45.581,899.507,2.317,11818,11818,32061,41,11080,13.7,47.9,3.489741563796997,3.78486967086792,1.0656254465987043,2.0798166786752095,2.08189243223609
14.0,-40.0,-0.86,9.73,22,1,12026,37,12026,False,859,45,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-45,1648815285,1.240800380706787,53.549458503723145,26662,1d29a0c222c3,172.17.0.2,53.549458503723145,1808,45,"[14.0, 12.0, -30.0, 14.0, 12.0, 14.0, 0.0, -18.0, -16.0, 14.0, 10.0, -8.0, 6.0, 14.0, -30.0, 8.0, -18.0, -12.0, 8.0, -2.0, -18.0, -30.0, 10.0, 8.0, 0.0, 14.0, 4.0, -18.0, -30.0, -2.0, -10.0, -12.0, 12.0, 14.0, -4.0, 10.0, 8.0, 12.0, 12.0, 4.0, 4.0, -12.0, 12.0, 2.0, 4.0, 10.0, 4.0, 10.0, 14.0, 14.0, 12.0, 14.0, 10.0, 4.0, 10.0, -30.0, 0.0, -30.0, 10.0, -8.0, 14.0, -4.0, 14.0, 6.0, -8.0, 0.0, 2.0, -40.0, 14.0, 4.0, -30.0, 4.0, -12.0, -10.0, -30.0, 8.0, -30.0, -12.0, 8.0, -30.0, -8.0, 14.0, -8.0, 6.0, -12.0, 6.0, 14.0, -8.0, -4.0, -14.0, -30.0, 14.0, 14.0, 6.0, 10.0, 10.0, 12.0, 12.0, 12.0, -30.0]","[3, 4, 20, 3, 4, 3, 10, 19, 18, 3, 5, 14, 7, 3, 20, 6, 19, 16, 6, 11, 19, 20, 5, 6, 10, 3, 8, 19, 20, 11, 15, 16, 4, 3, 12, 5, 6, 4, 4, 8, 8, 16, 4, 9, 8, 5, 8, 5, 3, 3, 4, 3, 5, 8, 5, 20, 10, 20, 5, 14, 3, 12, 3, 7, 14, 10, 9, 20, 3, 8, 20, 8, 16, 15, 20, 6, 20, 16, 6, 20, 14, 3, 14, 7, 16, 7, 3, 14, 12, 17, 20, 3, 3, 7, 5, 5, 4, 4, 4, 20]",0.25731555760420544,0.8801762786940452,0.10224424825027603,0.07515510658977646,0.0,62.473,622.67,40.009,972.275,2.565,12026,12026,32827,37,11080,15.05,47.9,6.315197467803955,6.5835113525390625,1.7331363574878589,2.5235822522962414,2.751946939004434
14.0,-40.0,-1.4,9.9,20,1,12237,40,12237,False,879,46,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-46,1648815286,1.2635056972503662,54.81296420097351,26662,1d29a0c222c3,172.17.0.2,54.81296420097351,1848,46,"[-18.0, -30.0, 10.0, 8.0, 0.0, 14.0, 4.0, -18.0, -30.0, -2.0, -10.0, -12.0, 12.0, 14.0, -4.0, 10.0, 8.0, 12.0, 12.0, 4.0, 4.0, -12.0, 12.0, 2.0, 4.0, 10.0, 4.0, 10.0, 14.0, 14.0, 12.0, 14.0, 10.0, 4.0, 10.0, -30.0, 0.0, -30.0, 10.0, -8.0, 14.0, -4.0, 14.0, 6.0, -8.0, 0.0, 2.0, -40.0, 14.0, 4.0, -30.0, 4.0, -12.0, -10.0, -30.0, 8.0, -30.0, -12.0, 8.0, -30.0, -8.0, 14.0, -8.0, 6.0, -12.0, 6.0, 14.0, -8.0, -4.0, -14.0, -30.0, 14.0, 14.0, 6.0, 10.0, 10.0, 12.0, 12.0, 12.0, -30.0, -2.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -4.0, 0.0, -18.0, 10.0, -30.0, -20.0, 6.0, 10.0, -6.0, 10.0]","[19, 20, 5, 6, 10, 3, 8, 19, 20, 11, 15, 16, 4, 3, 12, 5, 6, 4, 4, 8, 8, 16, 4, 9, 8, 5, 8, 5, 3, 3, 4, 3, 5, 8, 5, 20, 10, 20, 5, 14, 3, 12, 3, 7, 14, 10, 9, 20, 3, 8, 20, 8, 16, 15, 20, 6, 20, 16, 6, 20, 14, 3, 14, 7, 16, 7, 3, 14, 12, 17, 20, 3, 3, 7, 5, 5, 4, 4, 4, 20, 11, 20, 3, 5, 20, 3, 5, 20, 3, 5, 12, 10, 19, 5, 20, 20, 7, 5, 13, 5]",0.2577138021916959,0.8812674921463105,0.10233584647207383,0.07522500712117408,0.0,78.044,521.501,53.99,753.838,2.159,12237,12237,33502,40,12085,15.5,47.9,2.2273707389831543,5.2599101066589355,0.9963829040527343,1.43353328704834,1.407387924194336
14.0,-40.0,-1.88,10.09,21,1,12462,50,12462,False,900,47,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-47,1648815287,1.1699345111846924,55.9828987121582,26662,1d29a0c222c3,172.17.0.2,55.9828987121582,1898,47,"[-12.0, 12.0, 2.0, 4.0, 10.0, 4.0, 10.0, 14.0, 14.0, 12.0, 14.0, 10.0, 4.0, 10.0, -30.0, 0.0, -30.0, 10.0, -8.0, 14.0, -4.0, 14.0, 6.0, -8.0, 0.0, 2.0, -40.0, 14.0, 4.0, -30.0, 4.0, -12.0, -10.0, -30.0, 8.0, -30.0, -12.0, 8.0, -30.0, -8.0, 14.0, -8.0, 6.0, -12.0, 6.0, 14.0, -8.0, -4.0, -14.0, -30.0, 14.0, 14.0, 6.0, 10.0, 10.0, 12.0, 12.0, 12.0, -30.0, -2.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -4.0, 0.0, -18.0, 10.0, -30.0, -20.0, 6.0, 10.0, -6.0, 10.0, -30.0, 14.0, 4.0, 14.0, -30.0, -6.0, 8.0, -12.0, 6.0, -12.0, -12.0, 12.0, -16.0, 8.0, 2.0, 10.0, 10.0, -16.0, 14.0, 2.0, -30.0]","[16, 4, 9, 8, 5, 8, 5, 3, 3, 4, 3, 5, 8, 5, 20, 10, 20, 5, 14, 3, 12, 3, 7, 14, 10, 9, 20, 3, 8, 20, 8, 16, 15, 20, 6, 20, 16, 6, 20, 14, 3, 14, 7, 16, 7, 3, 14, 12, 17, 20, 3, 3, 7, 5, 5, 4, 4, 4, 20, 11, 20, 3, 5, 20, 3, 5, 20, 3, 5, 12, 10, 19, 5, 20, 20, 7, 5, 13, 5, 20, 3, 8, 3, 20, 13, 6, 16, 7, 16, 16, 4, 18, 6, 9, 5, 5, 18, 3, 9, 20]",0.25809537067413596,0.8823362052044936,0.1024303702145659,0.07529463818315563,0.0,63.577,666.911,41.423,1023.582,2.138,12462,12462,34239,50,12085,15.2,48.0,2.7989401817321777,6.436776638031006,1.0491131591796874,0.20575172424316407,0.05092263221740723
14.0,-30.0,-1.28,9.94,27,1,12680,40,12680,False,927,48,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-49,1648815289,1.4197413921356201,57.40264010429382,26662,1d29a0c222c3,172.17.0.2,57.40264010429382,1938,48,"[14.0, 4.0, -30.0, 4.0, -12.0, -10.0, -30.0, 8.0, -30.0, -12.0, 8.0, -30.0, -8.0, 14.0, -8.0, 6.0, -12.0, 6.0, 14.0, -8.0, -4.0, -14.0, -30.0, 14.0, 14.0, 6.0, 10.0, 10.0, 12.0, 12.0, 12.0, -30.0, -2.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -4.0, 0.0, -18.0, 10.0, -30.0, -20.0, 6.0, 10.0, -6.0, 10.0, -30.0, 14.0, 4.0, 14.0, -30.0, -6.0, 8.0, -12.0, 6.0, -12.0, -12.0, 12.0, -16.0, 8.0, 2.0, 10.0, 10.0, -16.0, 14.0, 2.0, -30.0, -4.0, 8.0, 6.0, 2.0, 14.0, 12.0, 4.0, 0.0, -6.0, 12.0, -4.0, 14.0, 6.0, -4.0, 8.0, -30.0, -4.0, 14.0, 14.0, 8.0, -14.0, 2.0, 4.0, 10.0, 12.0, 12.0, -2.0]","[3, 8, 20, 8, 16, 15, 20, 6, 20, 16, 6, 20, 14, 3, 14, 7, 16, 7, 3, 14, 12, 17, 20, 3, 3, 7, 5, 5, 4, 4, 4, 20, 11, 20, 3, 5, 20, 3, 5, 20, 3, 5, 12, 10, 19, 5, 20, 20, 7, 5, 13, 5, 20, 3, 8, 3, 20, 13, 6, 16, 7, 16, 16, 4, 18, 6, 9, 5, 5, 18, 3, 9, 20, 12, 6, 7, 9, 3, 4, 8, 10, 13, 4, 12, 3, 7, 12, 6, 20, 12, 3, 3, 6, 17, 9, 8, 5, 4, 4, 11]",0.25859424563621763,0.8836307834127374,0.10254286054514421,0.07538625344688647,0.0,58.392,676.463,40.288,980.444,2.175,12680,12680,35212,40,12085,14.9,48.0,2.0330650806427,6.932653903961182,0.9249444961547851,0.2238762855529785,0.39570691585540774
14.0,-40.0,-0.98,9.74,21,1,12908,45,12908,False,948,49,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-50,1648815290,1.3524909019470215,58.755131006240845,26662,1d29a0c222c3,172.17.0.2,58.755131006240845,1983,49,"[-14.0, -30.0, 14.0, 14.0, 6.0, 10.0, 10.0, 12.0, 12.0, 12.0, -30.0, -2.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -30.0, 14.0, 10.0, -4.0, 0.0, -18.0, 10.0, -30.0, -20.0, 6.0, 10.0, -6.0, 10.0, -30.0, 14.0, 4.0, 14.0, -30.0, -6.0, 8.0, -12.0, 6.0, -12.0, -12.0, 12.0, -16.0, 8.0, 2.0, 10.0, 10.0, -16.0, 14.0, 2.0, -30.0, -4.0, 8.0, 6.0, 2.0, 14.0, 12.0, 4.0, 0.0, -6.0, 12.0, -4.0, 14.0, 6.0, -4.0, 8.0, -30.0, -4.0, 14.0, 14.0, 8.0, -14.0, 2.0, 4.0, 10.0, 12.0, 12.0, -2.0, 14.0, 12.0, 6.0, 10.0, 0.0, -30.0, 14.0, -2.0, -30.0, 8.0, 0.0, -40.0, 2.0, -10.0, -30.0, -8.0, 10.0, 10.0, 0.0, -4.0, -18.0]","[17, 20, 3, 3, 7, 5, 5, 4, 4, 4, 20, 11, 20, 3, 5, 20, 3, 5, 20, 3, 5, 12, 10, 19, 5, 20, 20, 7, 5, 13, 5, 20, 3, 8, 3, 20, 13, 6, 16, 7, 16, 16, 4, 18, 6, 9, 5, 5, 18, 3, 9, 20, 12, 6, 7, 9, 3, 4, 8, 10, 13, 4, 12, 3, 7, 12, 6, 20, 12, 3, 3, 6, 17, 9, 8, 5, 4, 4, 11, 3, 4, 7, 5, 10, 20, 3, 11, 20, 6, 10, 20, 9, 15, 20, 14, 5, 5, 10, 12, 19]",0.2590080137436226,0.8847864423535273,0.10265288828697251,0.07547096407138915,0.0,62.761,638.931,38.973,1028.926,2.086,12908,12908,35968,45,12085,32.2,49.15,8.844781875610352,6.927821159362793,2.083096483018663,3.029667494032118,3.22620849609375
14.0,-40.0,-0.72,9.81,23,1,13124,37,13124,False,971,50,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-51,1648815291,1.3577163219451904,60.112847328186035,26662,1d29a0c222c3,172.17.0.2,60.112847328186035,2020,50,"[-18.0, 10.0, -30.0, -20.0, 6.0, 10.0, -6.0, 10.0, -30.0, 14.0, 4.0, 14.0, -30.0, -6.0, 8.0, -12.0, 6.0, -12.0, -12.0, 12.0, -16.0, 8.0, 2.0, 10.0, 10.0, -16.0, 14.0, 2.0, -30.0, -4.0, 8.0, 6.0, 2.0, 14.0, 12.0, 4.0, 0.0, -6.0, 12.0, -4.0, 14.0, 6.0, -4.0, 8.0, -30.0, -4.0, 14.0, 14.0, 8.0, -14.0, 2.0, 4.0, 10.0, 12.0, 12.0, -2.0, 14.0, 12.0, 6.0, 10.0, 0.0, -30.0, 14.0, -2.0, -30.0, 8.0, 0.0, -40.0, 2.0, -10.0, -30.0, -8.0, 10.0, 10.0, 0.0, -4.0, -18.0, 8.0, -8.0, 8.0, 8.0, 6.0, 2.0, 10.0, 12.0, -30.0, 14.0, 10.0, 0.0, -20.0, 2.0, 0.0, -2.0, 6.0, -14.0, 10.0, 2.0, -6.0, 10.0, -10.0]","[19, 5, 20, 20, 7, 5, 13, 5, 20, 3, 8, 3, 20, 13, 6, 16, 7, 16, 16, 4, 18, 6, 9, 5, 5, 18, 3, 9, 20, 12, 6, 7, 9, 3, 4, 8, 10, 13, 4, 12, 3, 7, 12, 6, 20, 12, 3, 3, 6, 17, 9, 8, 5, 4, 4, 11, 3, 4, 7, 5, 10, 20, 3, 11, 20, 6, 10, 20, 9, 15, 20, 14, 5, 5, 10, 12, 19, 6, 14, 6, 6, 7, 9, 5, 4, 20, 3, 5, 10, 20, 9, 10, 11, 7, 17, 5, 9, 13, 5, 15]",0.2594059501480103,0.8858363592966606,0.10275290109102674,0.07554690278627171,0.0,61.583,641.415,40.805,968.021,2.198,13124,13124,36838,37,13091,24.45,50.0,5.67762565612793,8.341249465942383,1.5065300400192674,2.9781533318596916,3.067251463194151
14.0,-40.0,0.02,9.34,23,1,13336,40,13336,False,994,51,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-53,1648815293,1.1865954399108887,61.299442768096924,26662,1d29a0c222c3,172.17.0.2,61.299442768096924,2060,51,"[10.0, 10.0, -16.0, 14.0, 2.0, -30.0, -4.0, 8.0, 6.0, 2.0, 14.0, 12.0, 4.0, 0.0, -6.0, 12.0, -4.0, 14.0, 6.0, -4.0, 8.0, -30.0, -4.0, 14.0, 14.0, 8.0, -14.0, 2.0, 4.0, 10.0, 12.0, 12.0, -2.0, 14.0, 12.0, 6.0, 10.0, 0.0, -30.0, 14.0, -2.0, -30.0, 8.0, 0.0, -40.0, 2.0, -10.0, -30.0, -8.0, 10.0, 10.0, 0.0, -4.0, -18.0, 8.0, -8.0, 8.0, 8.0, 6.0, 2.0, 10.0, 12.0, -30.0, 14.0, 10.0, 0.0, -20.0, 2.0, 0.0, -2.0, 6.0, -14.0, 10.0, 2.0, -6.0, 10.0, -10.0, -18.0, 12.0, 10.0, 10.0, 0.0, -30.0, 0.0, 14.0, 8.0, 10.0, 14.0, -30.0, 6.0, -30.0, 12.0, 14.0, -6.0, 2.0, 12.0, -12.0, -40.0, 14.0, 14.0]","[5, 5, 18, 3, 9, 20, 12, 6, 7, 9, 3, 4, 8, 10, 13, 4, 12, 3, 7, 12, 6, 20, 12, 3, 3, 6, 17, 9, 8, 5, 4, 4, 11, 3, 4, 7, 5, 10, 20, 3, 11, 20, 6, 10, 20, 9, 15, 20, 14, 5, 5, 10, 12, 19, 6, 14, 6, 6, 7, 9, 5, 4, 20, 3, 5, 10, 20, 9, 10, 11, 7, 17, 5, 9, 13, 5, 15, 19, 4, 5, 5, 10, 20, 10, 3, 6, 5, 3, 20, 7, 20, 4, 3, 13, 9, 4, 16, 20, 3, 3]",0.25978894157667676,0.8867058702212861,0.10283097807026176,0.07561272514095989,0.0,63.833,573.368,39.928,916.642,2.123,13336,13336,37548,40,13091,24.3,50.5,2.597449541091919,7.775700569152832,1.022768211364746,1.5458499908447265,1.77930908203125
14.0,-40.0,1.04,8.93,29,1,13549,36,13549,False,1023,52,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-54,1648815294,1.5390241146087646,62.83846688270569,26662,1d29a0c222c3,172.17.0.2,62.83846688270569,2096,52,"[10.0, 12.0, 12.0, -2.0, 14.0, 12.0, 6.0, 10.0, 0.0, -30.0, 14.0, -2.0, -30.0, 8.0, 0.0, -40.0, 2.0, -10.0, -30.0, -8.0, 10.0, 10.0, 0.0, -4.0, -18.0, 8.0, -8.0, 8.0, 8.0, 6.0, 2.0, 10.0, 12.0, -30.0, 14.0, 10.0, 0.0, -20.0, 2.0, 0.0, -2.0, 6.0, -14.0, 10.0, 2.0, -6.0, 10.0, -10.0, -18.0, 12.0, 10.0, 10.0, 0.0, -30.0, 0.0, 14.0, 8.0, 10.0, 14.0, -30.0, 6.0, -30.0, 12.0, 14.0, -6.0, 2.0, 12.0, -12.0, -40.0, 14.0, 14.0, -4.0, 6.0, 8.0, 4.0, 10.0, 14.0, -16.0, -4.0, 14.0, 2.0, 2.0, 8.0, 2.0, 8.0, 6.0, 4.0, 10.0, 14.0, 14.0, -2.0, -2.0, 8.0, -4.0, 14.0, 4.0, 14.0, 6.0, 8.0, 6.0]","[5, 4, 4, 11, 3, 4, 7, 5, 10, 20, 3, 11, 20, 6, 10, 20, 9, 15, 20, 14, 5, 5, 10, 12, 19, 6, 14, 6, 6, 7, 9, 5, 4, 20, 3, 5, 10, 20, 9, 10, 11, 7, 17, 5, 9, 13, 5, 15, 19, 4, 5, 5, 10, 20, 10, 3, 6, 5, 3, 20, 7, 20, 4, 3, 13, 9, 4, 16, 20, 3, 3, 12, 7, 6, 8, 5, 3, 18, 12, 3, 9, 9, 6, 9, 6, 7, 8, 5, 3, 3, 11, 11, 6, 12, 3, 8, 3, 7, 6, 7]",0.2603786726702388,0.8882097380178239,0.10296739500049742,0.07571050483366895,0.0,64.198,626.192,43.77,918.439,2.208,13549,13549,38499,36,13091,23.633333333333336,51.166666666666664,3.584566354751587,8.310739517211914,1.3837586508856878,2.457118352254232,2.1786706712510853
14.0,-40.0,-0.26,9.53,18,1,13776,42,13776,False,1041,53,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-55,1648815295,1.1522259712219238,63.99069285392761,26662,1d29a0c222c3,172.17.0.2,63.99069285392761,2138,53,"[-30.0, -8.0, 10.0, 10.0, 0.0, -4.0, -18.0, 8.0, -8.0, 8.0, 8.0, 6.0, 2.0, 10.0, 12.0, -30.0, 14.0, 10.0, 0.0, -20.0, 2.0, 0.0, -2.0, 6.0, -14.0, 10.0, 2.0, -6.0, 10.0, -10.0, -18.0, 12.0, 10.0, 10.0, 0.0, -30.0, 0.0, 14.0, 8.0, 10.0, 14.0, -30.0, 6.0, -30.0, 12.0, 14.0, -6.0, 2.0, 12.0, -12.0, -40.0, 14.0, 14.0, -4.0, 6.0, 8.0, 4.0, 10.0, 14.0, -16.0, -4.0, 14.0, 2.0, 2.0, 8.0, 2.0, 8.0, 6.0, 4.0, 10.0, 14.0, 14.0, -2.0, -2.0, 8.0, -4.0, 14.0, 4.0, 14.0, 6.0, 8.0, 6.0, -30.0, -30.0, 2.0, 4.0, -2.0, -30.0, 4.0, -6.0, 0.0, -30.0, -2.0, -2.0, -6.0, 14.0, 12.0, 6.0, -30.0, -18.0]","[20, 14, 5, 5, 10, 12, 19, 6, 14, 6, 6, 7, 9, 5, 4, 20, 3, 5, 10, 20, 9, 10, 11, 7, 17, 5, 9, 13, 5, 15, 19, 4, 5, 5, 10, 20, 10, 3, 6, 5, 3, 20, 7, 20, 4, 3, 13, 9, 4, 16, 20, 3, 3, 12, 7, 6, 8, 5, 3, 18, 12, 3, 9, 9, 6, 9, 6, 7, 8, 5, 3, 3, 11, 11, 6, 12, 3, 8, 3, 7, 6, 7, 20, 20, 9, 8, 11, 20, 8, 13, 10, 20, 11, 11, 13, 3, 4, 7, 20, 19]",0.2606634915120663,0.8889421845581716,0.10302786149748648,0.07575609195821802,0.0,68.993,578.318,41.981,950.421,2.147,13776,13776,39164,42,13091,22.4,52.1,7.482523441314697,15.345474243164062,1.922224862234933,4.028189159574962,3.5247679210844494
14.0,-40.0,0.64,9.13,25,1,13990,34,13990,False,1066,54,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-57,1648815297,1.4628398418426514,65.45353269577026,26662,1d29a0c222c3,172.17.0.2,65.45353269577026,2172,54,"[10.0, 2.0, -6.0, 10.0, -10.0, -18.0, 12.0, 10.0, 10.0, 0.0, -30.0, 0.0, 14.0, 8.0, 10.0, 14.0, -30.0, 6.0, -30.0, 12.0, 14.0, -6.0, 2.0, 12.0, -12.0, -40.0, 14.0, 14.0, -4.0, 6.0, 8.0, 4.0, 10.0, 14.0, -16.0, -4.0, 14.0, 2.0, 2.0, 8.0, 2.0, 8.0, 6.0, 4.0, 10.0, 14.0, 14.0, -2.0, -2.0, 8.0, -4.0, 14.0, 4.0, 14.0, 6.0, 8.0, 6.0, -30.0, -30.0, 2.0, 4.0, -2.0, -30.0, 4.0, -6.0, 0.0, -30.0, -2.0, -2.0, -6.0, 14.0, 12.0, 6.0, -30.0, -18.0, 8.0, -6.0, 6.0, -12.0, 14.0, -8.0, 4.0, -4.0, 10.0, 4.0, 10.0, 12.0, 8.0, 0.0, 2.0, 6.0, 8.0, -2.0, -10.0, 4.0, 14.0, 12.0, -30.0, 14.0, -2.0]","[5, 9, 13, 5, 15, 19, 4, 5, 5, 10, 20, 10, 3, 6, 5, 3, 20, 7, 20, 4, 3, 13, 9, 4, 16, 20, 3, 3, 12, 7, 6, 8, 5, 3, 18, 12, 3, 9, 9, 6, 9, 6, 7, 8, 5, 3, 3, 11, 11, 6, 12, 3, 8, 3, 7, 6, 7, 20, 20, 9, 8, 11, 20, 8, 13, 10, 20, 11, 11, 13, 3, 4, 7, 20, 19, 6, 13, 7, 16, 3, 14, 8, 12, 5, 8, 5, 4, 6, 10, 9, 7, 6, 11, 15, 8, 3, 4, 20, 3, 11]",0.26115176259520173,0.8902718070734642,0.1031491051012663,0.07584132760739179,0.0,65.811,559.176,41.912,878.038,2.341,13990,13990,40014,34,13091,23.8,52.45,4.672704219818115,16.408082962036133,1.3730466506060433,4.1200049905216,3.557636485380285
14.0,-30.0,1.28,8.96,26,1,14226,50,14226,False,1092,55,2c94f_00000,7832452819e84ef6b3503a46d3196ac3,2022-04-01_05-14-59,1648815299,1.774787187576294,67.22831988334656,26662,1d29a0c222c3,172.17.0.2,67.22831988334656,2222,55,"[14.0, 14.0, -4.0, 6.0, 8.0, 4.0, 10.0, 14.0, -16.0, -4.0, 14.0, 2.0, 2.0, 8.0, 2.0, 8.0, 6.0, 4.0, 10.0, 14.0, 14.0, -2.0, -2.0, 8.0, -4.0, 14.0, 4.0, 14.0, 6.0, 8.0, 6.0, -30.0, -30.0, 2.0, 4.0, -2.0, -30.0, 4.0, -6.0, 0.0, -30.0, -2.0, -2.0, -6.0, 14.0, 12.0, 6.0, -30.0, -18.0, 8.0, -6.0, 6.0, -12.0, 14.0, -8.0, 4.0, -4.0, 10.0, 4.0, 10.0, 12.0, 8.0, 0.0, 2.0, 6.0, 8.0, -2.0, -10.0, 4.0, 14.0, 12.0, -30.0, 14.0, -2.0, -4.0, -30.0, -14.0, 4.0, 2.0, 10.0, 14.0, 6.0, 0.0, 14.0, 10.0, -30.0, 10.0, 0.0, 12.0, -6.0, 8.0, 6.0, 4.0, 4.0, 6.0, 12.0, 8.0, 0.0, 2.0, -20.0]","[3, 3, 12, 7, 6, 8, 5, 3, 18, 12, 3, 9, 9, 6, 9, 6, 7, 8, 5, 3, 3, 11, 11, 6, 12, 3, 8, 3, 7, 6, 7, 20, 20, 9, 8, 11, 20, 8, 13, 10, 20, 11, 11, 13, 3, 4, 7, 20, 19, 6, 13, 7, 16, 3, 14, 8, 12, 5, 8, 5, 4, 6, 10, 9, 7, 6, 11, 15, 8, 3, 4, 20, 3, 11, 12, 20, 17, 8, 9, 5, 3, 7, 10, 3, 5, 20, 5, 10, 4, 13, 6, 7, 8, 8, 7, 4, 6, 10, 9, 20]",0.261815408033156,0.8924803710526626,0.10336616957698752,0.07598580111485966,0.0,77.233,510.148,54.608,721.508,2.554,14226,14226,41013,50,14109,24.96666666666667,52.76666666666667,2.9943084716796875,8.629561424255371,1.2161949920654296,1.4056324768066406,1.1738689422607422
